sourceTaxonId	sourceTaxonName	sourceTaxonStage	sourceTaxonSex	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	targetTaxonStage	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceCitation
EOL:527827	Pachnaeus litus	Larva		RO:0002557	hasPathogen	EOL:4966955	Heterorhabditis		GEONAMES:3562981	Cuba					Arteaga-Hernandez, E. M. and Mr&#225;cek, Z., 1984. Heterorhabditis heliothidis, a parasite of insect pests in Cuba. Folia Parasitologica (Praha) 31: 11-17.; Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:144495	Pericoptus truncatus	Larva		RO:0002557	hasPathogen	EOL:4966955	Heterorhabditis		GEONAMES:2186224	New Zealand					Poinar, G. O., Jr., 1992. Nematodes associated with Scarabaeidae, in Use of Pathogens in Scarab Pest Management (Jackson, T.A. & Glare, T.R., eds.) Intercept, Andover. pp 93-109
EOL:21932792	Gasterocercodes brasiliensis	Larva		RO:0002557	hasPathogen	EOL:4966955	Heterorhabditis								Poinar, G. O., Jr., 1990. Biology and taxonomy of Steinernematidae and Heterorhabditidae, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. & Kaya, H. K., eds) CRC Press, Boca Raton, FL, pp. 23-61
EOL:2866900	Popillia japonica	Larva		RO:0002557	hasPathogen	EOL:4966955	Heterorhabditis								Klein, M. G., 1990. Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
EOL:3257817	Rhizotrogus majalis	Larva		RO:0002557	hasPathogen	EOL:4966955	Heterorhabditis								Klein, M. G., 1990. Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
EOL:144962	Alissonotum impressicolle	Larva		RO:0002557	hasPathogen	EOL:4966955	Heterorhabditis								Klein, M. G., 1990. Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
EOL:885148	Otiorhynchus sulcatus	Larva		RO:0002557	hasPathogen	EOL:4966955	Heterorhabditis								Klein, M. G., 1990. Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
EOL:2868597	Pterostichus cupreus	Larva		RO:0002557	hasPathogen	EOL:4966955	Heterorhabditis								Bathon, H., 1996. Impact of entomopathogenic nematodes on non-target hosts. Biocontrol Science and technology 6: 421-434.
EOL:37586755	Platynus dorsalis	Larva		RO:0002557	hasPathogen	EOL:4966955	Heterorhabditis								Bathon, H., 1996. Impact of entomopathogenic nematodes on non-target hosts. Biocontrol Science and technology 6: 421-434.
EOL:749556	Eupeodes corollae	Larva		RO:0002557	hasPathogen	EOL:4966955	Heterorhabditis								Bathon, H., 1996. Impact of entomopathogenic nematodes on non-target hosts. Biocontrol Science and technology 6: 421-434.
EOL:530998	Graphognathus leucoloma	Larva		RO:0002557	hasPathogen	EOL:4966955	Heterorhabditis		GEONAMES:2077456	Australia					Poinar, G. O., Jr., 1990. Biology and taxonomy of Steinernematidae and Heterorhabditidae, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. & Kaya, H. K., eds) CRC Press, Boca Raton, FL, pp. 23-61; Akhurst, R. J., Bedding, R. A., Bull, R. M. and Smith, D.R.J., 1992. An epizootic of Heterorhabditis spp. (Heterorhabditidae: Nematoda) in sugar cane scarabaeids (Coleoptera). Fundamental and Applied Nematology 15: 71-73.; Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:730039	Musca domestica	Adult		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora								Begley, J. W., 1990. Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
EOL:798315	Lycoriella auripila	Adult		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora								Begley, J. W., 1990. Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
EOL:2866900	Popillia japonica	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora		GEONAMES:6252001	USA					Poinar, G. O., Jr., 1992. Nematodes associated with Scarabaeidae, in Use of Pathogens in Scarab Pest Management (Jackson, T.A. & Glare, T.R., eds.) Intercept, Andover. pp 93-109; Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:3257768	Amphimallon solstitialis	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora		GEONAMES:2921044	Germany					Glare, T.R., Jackson, T. A. and Zimmerman, G., 1993. Entomophaga 38: 411-450.
EOL:145253	Cyclocephala hirta	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora		GEONAMES:6252001	USA					Poinar, G. O., Jr., 1990. Biology and taxonomy of Steinernematidae and Heterorhabditidae, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. & Kaya, H. K., eds) CRC Press, Boca Raton, FL, pp. 23-61; Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:2925495	Phyllophaga sp.	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora		GEONAMES:6252001	USA					Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.; Poinar, G. O., Jr. and Georgis, R., 1990. Characterization and field application of Heterorhabditis bacteriophora strain HP88 (Heterorhabditidae: Rhabditida). Rev. Nématol. 13: 387-393.
EOL:1173200	Diabrotica balteata	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora		GEONAMES:6252001	USA					Poinar, G. O., Jr., 1990. Biology and taxonomy of Steinernematidae and Heterorhabditidae, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. & Kaya, H. K., eds) CRC Press, Boca Raton, FL, pp. 23-61; Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:669932	Curculio caryae	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora		GEONAMES:6252001	USA					Poinar, G. O., Jr., 1990. Biology and taxonomy of Steinernematidae and Heterorhabditidae, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. & Kaya, H. K., eds) CRC Press, Boca Raton, FL, pp. 23-61; Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:683176	Diaprepes abbreviatus	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora		GEONAMES:6252001	USA					Poinar, G. O., Jr., 1990. Biology and taxonomy of Steinernematidae and Heterorhabditidae, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. & Kaya, H. K., eds) CRC Press, Boca Raton, FL, pp. 23-61; Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.; Klein, M. G., 1990. Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
EOL:683176	Diaprepes abbreviatus	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora		GEONAMES:6252001	USA					Poinar, G. O., Jr., 1990. Biology and taxonomy of Steinernematidae and Heterorhabditidae, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. & Kaya, H. K., eds) CRC Press, Boca Raton, FL, pp. 23-61; Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:462037	Helicoverpa punctigera	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora		GEONAMES:2077456	Australia					Akhurst, R. J., 1987. Use of starch gel electrophoresis in the taxonomy of the genus Heterorhabditis (Nematoda: Heterorhabditidae). Nematologica 33: 11-9.; Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:454601	Helicoverpa zea	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora		GEONAMES:6252001	USA					Akhurst, R. J., 1987. Use of starch gel electrophoresis in the taxonomy of the genus Heterorhabditis (Nematoda: Heterorhabditidae). Nematologica 33: 11-9.; Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:888857	Diatraea grandiosella	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora		GEONAMES:6252001	USA					Poinar, G. O., Jr., 1990. Biology and taxonomy of Steinernematidae and Heterorhabditidae, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. & Kaya, H. K., eds) CRC Press, Boca Raton, FL, pp. 23-61; Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:2866900	Popillia japonica	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora								Klein, M. G., 1990. Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
EOL:145304	Cyclocephala borealis	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora								Klein, M. G., 1990. Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
EOL:145253	Cyclocephala hirta	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora								Klein, M. G., 1990. Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
EOL:2866900	Popillia japonica	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora		GEONAMES:6252001	USA					Klein, M. G., 1990. Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
EOL:3257817	Rhizotrogus majalis	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora								Klein, M. G., 1990. Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
EOL:10409125	Costelytra zealandica	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora								Klein, M. G., 1990. Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
EOL:885148	Otiorhynchus sulcatus	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora								Klein, M. G., 1990. Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
EOL:885148	Otiorhynchus sulcatus	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora								Klein, M. G., 1990. Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
EOL:700773	Otiorhynchus ovatus	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora								Klein, M. G., 1990. Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
EOL:700034	Sphenophorus parvulus	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora								Klein, M. G., 1990. Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
EOL:124503	Monochamus alternatus	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora		GEONAMES:1861060	Japan					Begley, J. W., 1990. Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
EOL:881596	Sphenophorus venatus	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora		GEONAMES:6252001	USA					Koppenhofer, A., observer. Department of Nematology, University of California-Davis, Davis, CA 95616.
EOL:145304	Cyclocephala borealis	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora								Klein, M. G., 1990. Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
EOL:2866900	Popillia japonica	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora								Klein, M. G., 1990. Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
EOL:749556	Eupeodes corollae	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora								Bathon, H., 1996. Impact of entomopathogenic nematodes on non-target hosts. Biocontrol Science and technology 6: 421-434.
EOL:2868597	Pterostichus cupreus	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora								Bathon, H., 1996. Impact of entomopathogenic nematodes on non-target hosts. Biocontrol Science and technology 6: 421-434.
EOL:2868597	Pterostichus cupreus	Larva		RO:0002557	hasPathogen	EOL:4966956	Heterorhabditis bacteriophora								Bathon, H., 1996. Impact of entomopathogenic nematodes on non-target hosts. Biocontrol Science and technology 6: 421-434.
EOL:2866900	Popillia japonica	Larva		RO:0002557	hasPathogen	EOL:4966957	Heterorhabditis megidis		GEONAMES:6252001	USA					Poinar, G. O., Jr., Jackson, T. and Klein, 1987. Heterorhabditis megidis sp. n. (Heterorhabditidae: Rhabditida), parasitic in the Japanese beetle, Popillia japonica (Scarabaedae: Coleoptera), in Ohio. Proc. Helminth. Soc. Wash. 54: 53-59.
EOL:2866900	Popillia japonica	Larva		RO:0002557	hasPathogen	EOL:4966957	Heterorhabditis megidis		GEONAMES:6252001	USA					Poinar, G. O., Jr., 1990. Biology and taxonomy of Steinernematidae and Heterorhabditidae, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. & Kaya, H. K., eds) CRC Press, Boca Raton, FL, pp. 23-61; Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.; Poinar, G. O., Jr., Jackson, T. and Klein, 1987. Heterorhabditis megidis sp. n. (Heterorhabditidae: Rhabditida), parasitic in the Japanese beetle, Popillia japonica (Scarabaedae: Coleoptera), in Ohio. Proc. Helminth. Soc. Wash. 54: 53-59.
EOL:3259627	Phyllopertha horticola	Larva		RO:0002557	hasPathogen	EOL:4966957	Heterorhabditis megidis		GEONAMES:2750405	The Netherlands					Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:3259627	Phyllopertha horticola	Larva		RO:0002557	hasPathogen	EOL:4966957	Heterorhabditis megidis		GEONAMES:2750405	The Netherlands					Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:3259627	Phyllopertha horticola	Larva		RO:0002557	hasPathogen	EOL:4966957	Heterorhabditis megidis		GEONAMES:2750405	The Netherlands					Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:3259627	Phyllopertha horticola	Larva		RO:0002557	hasPathogen	EOL:4966957	Heterorhabditis megidis		GEONAMES:2750405	The Netherlands					Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:3259627	Phyllopertha horticola	Larva		RO:0002557	hasPathogen	EOL:4966957	Heterorhabditis megidis		GEONAMES:2750405	The Netherlands					Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:3257768	Amphimallon solstitialis	Larva		RO:0002557	hasPathogen	EOL:4966957	Heterorhabditis megidis		GEONAMES:2750405	The Netherlands					Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:3257768	Amphimallon solstitialis	Larva		RO:0002557	hasPathogen	EOL:4966957	Heterorhabditis megidis		GEONAMES:2750405	The Netherlands					Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:885148	Otiorhynchus sulcatus	Larva		RO:0002557	hasPathogen	EOL:4966957	Heterorhabditis megidis		GEONAMES:2921044	Germany					Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:3259627	Phyllopertha horticola	Larva		RO:0002557	hasPathogen	EOL:4966957	Heterorhabditis megidis		GEONAMES:2750405	The Netherlands					Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:145304	Cyclocephala borealis	Larva		RO:0002557	hasPathogen	EOL:4966957	Heterorhabditis megidis								Klein, M. G., 1990. Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
EOL:3060497	Anomala dubia	Larva		RO:0002557	hasPathogen	EOL:4965153	Steinernema arenarium		GEONAMES:2017370	Russia					Kozodoi, E. M., 1984. A new entomophagous nematode Neoaplectana anomali sp.n. (Rhabditida, Steinernematidae) and its biology. Zoologicheskii Zhurnal 63: 1605-1909. (in Russian).; Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:3060497	Anomala dubia	Larva		RO:0002557	hasPathogen	EOL:4965153	Steinernema arenarium		GEONAMES:2017370	Russia					Kozodoi, E. M., 1984. A new entomophagous nematode Neoaplectana anomali sp.n. (Rhabditida, Steinernematidae) and its biology. Zoologicheskii Zhurnal 63: 1605-1909. (in Russian).; Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:46325952	Melolontha hippocastani	Larva		RO:0002557	hasPathogen	EOL:4965153	Steinernema arenarium		GEONAMES:2017370	Russia					Poinar, G. O., Jr., 1992. Nematodes associated with Scarabaeidae, in Use of Pathogens in Scarab Pest Management (Jackson, T.A. & Glare, T.R., eds.) Intercept, Andover. pp 93-109
EOL:469521	Reticulitermes flavipes	Adult 		RO:0002557	hasPathogen		Neosteinernema longicurvicaudum		GEONAMES:6252001	USA					Nguyen, K. B. and Smart, G. C., Jr., 1994. Neosteinernema longicurvicaudum n. gen., n. sp. (Rhabditida: Steinernematidae), a parasite of the termite Reticulitermes flavipes (Koller). Journal of Nematology 26: 162-174.; Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:469521	Reticulitermes flavipes	Nymph		RO:0002557	hasPathogen		Neosteinernema longicurvicaudum		GEONAMES:6252001	USA					Nguyen, K. B. and Smart, G. C., Jr., 1994. Neosteinernema longicurvicaudum n. gen., n. sp. (Rhabditida: Steinernematidae), a parasite of the termite Reticulitermes flavipes (Koller). Journal of Nematology 26: 162-174.; Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:454601	Helicoverpa zea	Pupa		RO:0002557	hasPathogen	EOL:4965157	Steinernema riobravis		GEONAMES:6252001	USA					Raulston, J. R., Pair, S. D., Loera, J. and Cabanillas, H. E., 1992. Prepupal and pupal parasitism of Helicoverpa zea and Spodptera frugiperda (Lepidoptera: Noctuidae) by Steinernema sp. in cornfields in the lower Rio Grande Valley. Journal of Economic Entomology 85: 1666-1670.; Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:533408	Spodoptera frugiperda	Pupa		RO:0002557	hasPathogen	EOL:4965157	Steinernema riobravis		GEONAMES:6252001	USA					Raulston, J. R., Pair, S. D., Loera, J. and Cabanillas, H. E., 1992. Prepupal and pupal parasitism of Helicoverpa zea and Spodptera frugiperda (Lepidoptera: Noctuidae) by Steinernema sp. in cornfields in the lower Rio Grande Valley. Journal of Economic Entomology 85: 1666-1670.; Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:745629	Austrosimulium multicorne			RO:0002557	hasPathogen		Austromemermis namis		GEONAMES:2186224	New Zealand					Poinar, G. O., Jr., 1990. Austromermis n. gen. and Blepharomermis n. gen. (Mermithidae: Nematoda)from New Zealand Simuliidae and Blepharoceridae (Diptera). Revue de nematologie 13: 395-402.; Glare, T.R., O'Callaghan, M., and Wigley, P.J. 1993. Checklist of naturally occurring entomopathogens microbes and nematodes in New Zealand. New Zealand Journal of Zoology 20: 95-120. 
EOL:715185	Neocurupira hudsoni			RO:0002557	hasPathogen		Blepharomermis craigi		GEONAMES:2186224	New Zealand					Poinar, G. O., Jr., 1990. Austromermis n. gen. and Blepharomermis n. gen. (Mermithidae: Nematoda)from New Zealand Simuliidae and Blepharoceridae (Diptera). Revue de nematologie 13: 395-402.; Glare, T.R., O'Callaghan, M., and Wigley, P.J. 1993. Checklist of naturally occurring entomopathogens microbes and nematodes in New Zealand. New Zealand Journal of Zoology 20: 95-120. 
EOL:10409125	Costelytra zealandica			RO:0002557	hasPathogen		Psammomermis canterburiensis		GEONAMES:2186224	New Zealand					Glare, T.R., O'Callaghan, M., and Wigley, P.J. 1993. Checklist of naturally occurring entomopathogens microbes and nematodes in New Zealand. New Zealand Journal of Zoology 20: 95-120. 
EOL:3819969	Sirex noctilio			RO:0002557	hasPathogen		Delandenus siricidicola		GEONAMES:2186224	New Zealand					Zondag, R., 1969. A nematode infection of Sirex noctilio (F) in New Zealand. New Zealand Journal of Science 12: 732-747.; Glare, T.R., O'Callaghan, M., and Wigley, P.J. 1993. Checklist of naturally occurring entomopathogens microbes and nematodes in New Zealand. New Zealand Journal of Zoology 20: 95-120. 
EOL:12028671	Platyzosteria novaeseelandiae			RO:0002557	hasPathogen		Blatticola tuapakae		GEONAMES:2186224	New Zealand					Dale, P. S., 1966. Blatticola tuapakae and Protrellina gurri n. spp., nematode parasites of the black roach. New Zealand Journal of Science 9: 538-544.; Glare, T.R., O'Callaghan, M., and Wigley, P.J. 1993. Checklist of naturally occurring entomopathogens microbes and nematodes in New Zealand. New Zealand Journal of Zoology 20: 95-120. 
EOL:12028671	Platyzosteria novaeseelandiae			RO:0002557	hasPathogen		Protrellina gurri 		GEONAMES:2186224	New Zealand					Dale, P. S., 1966. Blatticola tuapakae and Protrellina gurri n. spp., nematode parasites of the black roach. New Zealand Journal of Science 9: 538-544.; Glare, T.R., O'Callaghan, M., and Wigley, P.J. 1993. Checklist of naturally occurring entomopathogens microbes and nematodes in New Zealand. New Zealand Journal of Zoology 20: 95-120. 
EOL:500261	Neocurtilla hexadactyla	Adult		RO:0002557	hasPathogen		Steinernema neocurtillis		GEONAMES:6252001	USA					Nguyen, K. B. and Smart, G. C., Jr., 1992. Steinernema neocurtillis n. sp. (Rhabditida: Steinernematidae) and key to species of the genus Steinernema. Journal of Nematology 24: 463-477.; Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:3603052	Anomala cuprea	Larva		RO:0002557	hasPathogen		Steinernema kushidai		GEONAMES:1861060	Japan					Mamiya, Y., 1988. Steinernema kushidai n. sp. (Nematoda: Steinernematidae) associated with scarabaeid beetle larvae from Shizuoka, Japan. Applied Entomology and Zoology 23: 313-320.; Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:57473	Heliothis sp.	Larva		RO:0002557	hasPathogen		Steinernema rarum		GEONAMES:3865483	Argentina					Doucet, M. M. A., 1986. A new species of Neoaplectana Steiner 1929 (Nematoda: Steinernematidae) from Cordoba, Argentina. Revue de Nematologie 9: 317-323.; Peters, A., 1996. The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations. Biocontrol Science and Technology 6: 389-402.
EOL:134318	Hepialus californicus	Larva		RO:0002557	hasPathogen		Heterorhabditis hepialus 		GEONAMES:6252001	USA					Strong, D. R., Maron, J.L., Connors, P.G., Whipple, A., Harrison, S. and Jefferies, R. L., 1995. High mortality, fluctuation in numbers, and heavy subterranean insect herbivory in bush lupine, Lupinus arboreus. Oecologia 104: 85-92.
EOL:10409125	Costelytra zealandica	Larva		RO:0002557	hasPathogen		Cephalobellus costelytrae		GEONAMES:2186224	New Zealand					Dale, P. S., 1964. A new species of Cephalobellus (Nematoda: Thelastomatidae) from the larva of Costelytra zealandica (Coleoptera: Melolonghinae). New Zealand Journal of Science 7: 596-601.; Glare, T.R., O'Callaghan, M., and Wigley, P.J. 1993. Checklist of naturally occurring entomopathogens microbes and nematodes in New Zealand. New Zealand Journal of Zoology 20: 95-120. 
EOL:144495	Pericoptus truncatus	Larva		RO:0002557	hasPathogen		Tetleyus pericopti		GEONAMES:2186224	New Zealand					Dale, P. S., 1964. Tetleyus pericopti n. gen. et sp. A thelastomatid nematode from larvae of Pericoptus trucnatus (Fab) (Coleoptera: Dynastinae). New Zealand Journal of Science 7: 589-595.; Glare, T.R., O'Callaghan, M., and Wigley, P.J. 1993. Checklist of naturally occurring entomopathogens microbes and nematodes in New Zealand. New Zealand Journal of Zoology 20: 95-120. 
EOL:145304	Cyclocephala borealis	Larva		RO:0002557	hasPathogen		Steinernema anomali								Klein, M. G., 1990. Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
EOL:2866900	Popillia japonica	Larva		RO:0002557	hasPathogen		Steinernema anomali								Klein, M. G., 1990. Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.
